Article,Shop,Periodo_Qty,Venduto_Qty,StockNow,SelloutUsed,DemandRule,DemandAI,DemandBlendWeight,DemandHybrid,ScarcityBoost,ServiceFactor,DemandModelMode,DemandModelQualityR2
59/2005CTM,RM,3.0,5.0,10.0,38.0,4.549199999999999,3.5040529969583467,0.280153009536405,4.256398921689926,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005CTM,SC,0.0,0.0,1.0,51.0,0.0765,0.7354907568348037,0.280153009536405,0.2611182437839435,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTM,VR,0.0,1.0,5.0,8.0,0.44660000000000005,1.9486355923752132,0.280153009536405,1.0,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTM,WEB,2.0,6.0,1.0,38.0,2.757,2.7077384363585755,0.280153009536405,2.7431992246913857,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTO,AR,0.0,0.0,10.0,51.0,1.1933999999999998,3.97417681378397,0.280153009536405,1.9724429932306342,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005CTO,BO,2.0,6.0,9.0,43.0,4.14345,2.6436340890041365,0.280153009536405,3.7232720587839236,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005CTO,BS,0.0,1.0,9.0,8.0,0.4669,1.5485891442139637,0.280153009536405,1.0,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005CTO,EU,2.0,3.0,11.0,23.0,2.8781999999999996,3.1603525906618932,0.280153009536405,2.957245897422422,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005CTO,LN,2.0,3.0,10.0,23.0,2.54241,2.198887247719035,0.280153009536405,2.4461710671042587,1.0,1.06,ridge_oof_blend,0.6225622434142333
59/2005CTO,M4,0.0,0.0,0.0,51.0,0.0765,0.011540261671715091,0.280153009536405,0.05830133380863362,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTO,MP,0.0,0.0,1.0,51.0,0.0765,0.0,0.09049152532089674,0.0695773983129514,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTO,MR,0.0,0.0,2.0,51.0,0.0765,0.0,0.0,0.0765,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTO,NV,0.0,0.0,6.0,51.0,0.5890500000000001,2.3045308282593906,0.280153009536405,1.069647116838873,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTO,OR,2.0,4.0,9.0,31.0,3.08495,2.4195437564011155,0.280153009536405,2.8985344382914584,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTO,PM,1.0,1.0,11.0,8.0,1.06636,0.8733104634489335,0.280153009536405,1.0122765913456104,1.0,1.06,ridge_oof_blend,0.6225622434142333
59/2005CTO,RI,2.0,4.0,9.0,31.0,3.08495,2.205146223343524,0.280153009536405,2.8384703241681932,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTO,RM,1.0,5.0,8.0,38.0,3.1092,3.4202096958130523,0.280153009536405,3.1963303022770284,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005CTO,VR,1.0,3.0,6.0,43.0,1.9816500000000004,2.7475238429530267,0.280153009536405,2.1962118620285027,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTO,WEB,0.0,2.0,0.0,24.0,0.536,1.558546783359779,0.280153009536405,1.0,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005PNE,AR,3.0,5.0,8.0,38.0,4.549199999999999,3.2439859714929256,0.280153009536405,4.183540361824607,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005PNE,BO,0.0,1.0,11.0,8.0,0.4669,2.435150312424158,0.280153009536405,1.0183112485465973,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005PNE,BS,2.0,5.0,8.0,38.0,3.6696499999999994,2.5477619616711893,0.280153009536405,3.3553496896992896,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005PNE,CA,0.0,0.0,7.0,51.0,0.551565,1.8263234603006926,0.280153009536405,0.9086924190852328,1.0,1.03,ridge_oof_blend,0.6225622434142333
59/2005PNE,EU,0.0,1.0,14.0,7.0,0.4764,4.0193475358591195,0.280153009536405,1.4689674148005225,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005PNE,LN,0.0,1.0,12.0,8.0,0.4303600000000001,1.9983034913504132,0.280153009536405,1.0,1.0,1.06,ridge_oof_blend,0.6225622434142333
59/2005PNE,M4,0.0,0.0,0.0,51.0,0.0765,0.10328127687360436,0.280153009536405,0.08400285531536798,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005PNE,OR,0.0,2.0,10.0,15.0,0.87175,2.1182067580617807,0.280153009536405,1.2209486120279984,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005PNE,RI,5.0,6.0,5.0,46.0,5.936700000000001,1.8262891507034298,0.280153009536405,4.785156030138476,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005PNE,RM,0.0,1.0,12.0,8.0,0.4872,3.2107771298008227,0.280153009536405,1.2502183296182245,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005PNE,TV,1.0,2.0,6.0,29.0,1.4466350000000001,1.3081528089614487,0.280153009536405,1.4078387974133546,1.0,1.03,ridge_oof_blend,0.6225622434142333
59/2005PNE,VR,0.0,0.0,12.0,51.0,1.09395,4.463306242678469,0.280153009536405,2.0378852915866466,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005PNE,WEB,1.0,4.0,0.0,21.0,1.6315000000000002,1.710052327910653,0.280153009536405,1.6535066710702602,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/22002CCA,AR,3.0,3.0,9.0,25.0,3.5999999999999996,2.4654870857232996,0.280153009536405,3.282162792707465,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/22002CCA,AU,0.0,0.0,5.0,51.0,0.3825,1.387381524408982,0.280153009536405,0.6640205832907067,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/22002CCA,BO,3.0,3.0,9.0,25.0,3.4499999999999997,2.161774079791456,0.280153009536405,3.0890996314907713,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/22002CCA,BS,1.0,1.0,10.0,8.0,1.1568999999999998,1.7881902825186624,0.280153009536405,1.3337578725386905,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/22002CCA,CA,1.0,2.0,7.0,33.0,1.4389100000000004,1.565554024261068,0.280153009536405,1.47438970453654,1.0,1.03,ridge_oof_blend,0.6225622434142333
59/22002CCA,CO,0.0,1.0,8.0,8.0,0.4669,1.8147180881844616,0.280153009536405,1.0,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/22002CCA,EU,0.0,2.0,11.0,15.0,0.951,3.068730237901989,0.280153009536405,1.5442884995344892,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/22002CCA,LN,0.0,1.0,11.0,8.0,0.41764,1.8520376164468515,0.280153009536405,1.0,1.0,1.06,ridge_oof_blend,0.6225622434142333
59/22002CCA,M4,0.0,0.0,0.0,51.0,0.0765,0.08287079323273727,0.280153009536405,0.07828479689728551,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/22002CCA,MC,1.0,1.0,5.0,20.0,1.0,0.8049232324049047,0.280153009536405,1.0,1.0,1.0,ridge_oof_blend,0.6225622434142333
